journal,impact,Access,note,article,downloads
plos one,2.766,Immediately open access,NA,16645,694
plos one,2.766,Immediately open access,NA,19110,688
plos one,2.766,Immediately open access,NA,20368,685
plos one,2.766,Immediately open access,NA,23699,685
plos one,2.766,Immediately open access,NA,5554,679
plos one,2.766,Immediately open access,NA,16501,670
plos one,2.766,Immediately open access,NA,7804,670
plos one,2.766,Immediately open access,NA,19210,668
plos one,2.766,Immediately open access,NA,5726,666
plos one,2.766,Immediately open access,NA,19449,665
plos one,2.766,Immediately open access,NA,5541,663
plos one,2.766,Immediately open access,NA,7109,662
plos one,2.766,Immediately open access,NA,27496,661
plos one,2.766,Immediately open access,NA,10681,661
plos one,2.766,Immediately open access,NA,4279,658
plos one,2.766,Immediately open access,NA,8363,657
plos one,2.766,Immediately open access,NA,6635,651
plos one,2.766,Immediately open access,NA,18053,651
plos one,2.766,Immediately open access,NA,10110,649
plos one,2.766,Immediately open access,NA,2987,648
plos one,2.766,Immediately open access,NA,21816,647
plos one,2.766,Immediately open access,NA,16343,635
plos one,2.766,Immediately open access,NA,7376,635
plos one,2.766,Immediately open access,NA,8494,634
plos one,2.766,Immediately open access,NA,13927,633
plos one,2.766,Immediately open access,NA,14956,632
plos one,2.766,Immediately open access,NA,12804,629
plos one,2.766,Immediately open access,NA,7964,625
plos one,2.766,Immediately open access,NA,6766,624
plos one,2.766,Immediately open access,NA,30077,614
plos one,2.766,Immediately open access,NA,6110,613
plos one,2.766,Immediately open access,NA,8227,613
plos one,2.766,Immediately open access,NA,4769,613
plos one,2.766,Immediately open access,NA,19313,608
plos one,2.766,Immediately open access,NA,21109,604
plos one,2.766,Immediately open access,NA,5259,602
plos one,2.766,Immediately open access,NA,23233,599
plos one,2.766,Immediately open access,NA,16103,597
plos one,2.766,Immediately open access,NA,26541,596
plos one,2.766,Immediately open access,NA,4416,595
plos one,2.766,Immediately open access,NA,15804,590
plos one,2.766,Immediately open access,NA,10716,588
plos one,2.766,Immediately open access,NA,24109,587
plos one,2.766,Immediately open access,NA,5020,587
plos one,2.766,Immediately open access,NA,4315,586
plos one,2.766,Immediately open access,NA,6552,585
plos one,2.766,Immediately open access,NA,5774,579
plos one,2.766,Immediately open access,NA,28479,577
plos one,2.766,Immediately open access,NA,26419,577
plos one,2.766,Immediately open access,NA,8261,573
plos one,2.766,Immediately open access,NA,27710,572
plos one,2.766,Immediately open access,NA,26587,572
plos one,2.766,Immediately open access,NA,8618,571
plos one,2.766,Immediately open access,NA,21720,569
plos one,2.766,Immediately open access,NA,4991,566
plos one,2.766,Immediately open access,NA,18275,566
plos one,2.766,Immediately open access,NA,10000,563
plos one,2.766,Immediately open access,NA,18421,562
plos one,2.766,Immediately open access,NA,27086,561
plos one,2.766,Immediately open access,NA,28666,558
plos one,2.766,Immediately open access,NA,27352,555
plos one,2.766,Immediately open access,NA,20451,553
plos one,2.766,Immediately open access,NA,4434,551
plos one,2.766,Immediately open access,NA,29677,549
plos one,2.766,Immediately open access,NA,9754,546
plos one,2.766,Immediately open access,NA,30992,542
plos one,2.766,Immediately open access,NA,8130,536
plos one,2.766,Immediately open access,NA,10261,532
plos one,2.766,Immediately open access,NA,20021,530
plos one,2.766,Immediately open access,NA,8768,528
plos one,2.766,Immediately open access,NA,12400,527
plos one,2.766,Immediately open access,NA,5004,525
plos one,2.766,Immediately open access,NA,29969,519
plos one,2.766,Immediately open access,NA,13537,514
plos one,2.766,Immediately open access,NA,7941,508
plos one,2.766,Immediately open access,NA,2351,507
plos one,2.766,Immediately open access,NA,8722,504
plos one,2.766,Immediately open access,NA,6025,502
plos one,2.766,Immediately open access,NA,19440,494
plos one,2.766,Immediately open access,NA,6667,493
plos one,2.766,Immediately open access,NA,6000,493
plos one,2.766,Immediately open access,NA,8198,493
plos one,2.766,Immediately open access,NA,28892,488
plos one,2.766,Immediately open access,NA,8499,488
plos one,2.766,Immediately open access,NA,38765,487
plos one,2.766,Immediately open access,NA,27523,487
plos one,2.766,Immediately open access,NA,2835,484
plos one,2.766,Immediately open access,NA,14370,481
plos one,2.766,Immediately open access,NA,16360,476
plos one,2.766,Immediately open access,NA,5079,474
plos one,2.766,Immediately open access,NA,15560,474
plos one,2.766,Immediately open access,NA,19422,472
plos one,2.766,Immediately open access,NA,19214,470
plos one,2.766,Immediately open access,NA,10555,468
plos one,2.766,Immediately open access,NA,19106,465
plos one,2.766,Immediately open access,NA,21380,464
plos one,2.766,Immediately open access,NA,20106,461
plos one,2.766,Immediately open access,NA,20788,460
plos one,2.766,Immediately open access,NA,30924,460
plos one,2.766,Immediately open access,NA,20933,458
plos one,2.766,Immediately open access,NA,13438,455
plos one,2.766,Immediately open access,NA,26142,455
plos one,2.766,Immediately open access,NA,1137,454
plos one,2.766,Immediately open access,NA,20558,453
plos one,2.766,Immediately open access,NA,3376,453
plos one,2.766,Immediately open access,NA,28067,453
plos one,2.766,Immediately open access,NA,28472,450
plos one,2.766,Immediately open access,NA,22630,449
plos one,2.766,Immediately open access,NA,24128,448
plos one,2.766,Immediately open access,NA,5463,448
plos one,2.766,Immediately open access,NA,24028,447
plos one,2.766,Immediately open access,NA,27303,446
plos one,2.766,Immediately open access,NA,21553,441
plos one,2.766,Immediately open access,NA,25440,439
plos one,2.766,Immediately open access,NA,4666,437
plos one,2.766,Immediately open access,NA,27451,436
plos one,2.766,Immediately open access,NA,6767,433
plos one,2.766,Immediately open access,NA,20941,433
plos one,2.766,Immediately open access,NA,7120,432
plos one,2.766,Immediately open access,NA,20447,430
plos one,2.766,Immediately open access,NA,5432,429
plos one,2.766,Immediately open access,NA,5627,424
plos one,2.766,Immediately open access,NA,8843,424
plos one,2.766,Immediately open access,NA,17923,421
plos one,2.766,Immediately open access,NA,4270,419
plos one,2.766,Immediately open access,NA,8598,418
plos one,2.766,Immediately open access,NA,14064,418
plos one,2.766,Immediately open access,NA,10122,417
plos one,2.766,Immediately open access,NA,5354,415
plos one,2.766,Immediately open access,NA,6666,414
plos one,2.766,Immediately open access,NA,28450,413
plos one,2.766,Immediately open access,NA,19389,412
plos one,2.766,Immediately open access,NA,29914,412
plos one,2.766,Immediately open access,NA,6204,410
plos one,2.766,Immediately open access,NA,28729,409
plos one,2.766,Immediately open access,NA,28907,408
plos one,2.766,Immediately open access,NA,22312,407
plos one,2.766,Immediately open access,NA,11725,406
plos one,2.766,Immediately open access,NA,17680,406
plos one,2.766,Immediately open access,NA,16354,406
plos one,2.766,Immediately open access,NA,3858,405
plos one,2.766,Immediately open access,NA,29824,404
plos one,2.766,Immediately open access,NA,9866,402
plos one,2.766,Immediately open access,NA,15738,396
plos one,2.766,Immediately open access,NA,16245,393
plos one,2.766,Immediately open access,NA,28577,392
plos one,2.766,Immediately open access,NA,3681,390
plos one,2.766,Immediately open access,NA,16589,388
plos one,2.766,Immediately open access,NA,20852,388
plos one,2.766,Immediately open access,NA,16063,386
plos one,2.766,Immediately open access,NA,24432,384
plos one,2.766,Immediately open access,NA,5701,382
plos one,2.766,Immediately open access,NA,26493,380
plos one,2.766,Immediately open access,NA,30022,376
plos one,2.766,Immediately open access,NA,10397,376
plos one,2.766,Immediately open access,NA,7521,376
plos one,2.766,Immediately open access,NA,10684,375
plos one,2.766,Immediately open access,NA,10639,374
plos one,2.766,Immediately open access,NA,20847,374
plos one,2.766,Immediately open access,NA,12224,371
plos one,2.766,Immediately open access,NA,27458,371
plos one,2.766,Immediately open access,NA,28896,370
plos one,2.766,Immediately open access,NA,16337,368
plos one,2.766,Immediately open access,NA,25928,367
plos one,2.766,Immediately open access,NA,6205,367
plos one,2.766,Immediately open access,NA,24582,364
plos one,2.766,Immediately open access,NA,27513,363
plos one,2.766,Immediately open access,NA,27498,363
plos one,2.766,Immediately open access,NA,25818,360
plos one,2.766,Immediately open access,NA,4073,359
plos one,2.766,Immediately open access,NA,4814,359
plos one,2.766,Immediately open access,NA,30069,359
plos one,2.766,Immediately open access,NA,28646,358
plos one,2.766,Immediately open access,NA,3325,358
plos one,2.766,Immediately open access,NA,10937,358
plos one,2.766,Immediately open access,NA,21861,354
plos one,2.766,Immediately open access,NA,25754,353
plos one,2.766,Immediately open access,NA,25590,351
plos one,2.766,Immediately open access,NA,9695,349
plos one,2.766,Immediately open access,NA,18077,347
plos one,2.766,Immediately open access,NA,18271,347
plos one,2.766,Immediately open access,NA,28182,345
plos one,2.766,Immediately open access,NA,5027,344
plos one,2.766,Immediately open access,NA,7517,342
plos one,2.766,Immediately open access,NA,28101,341
plos one,2.766,Immediately open access,NA,19185,340
plos one,2.766,Immediately open access,NA,29820,339
plos one,2.766,Immediately open access,NA,6207,339
plos one,2.766,Immediately open access,NA,5924,335
plos one,2.766,Immediately open access,NA,15891,334
plos one,2.766,Immediately open access,NA,18121,334
plos one,2.766,Immediately open access,NA,5697,334
plos one,2.766,Immediately open access,NA,17621,331
plos one,2.766,Immediately open access,NA,4292,331
plos one,2.766,Immediately open access,NA,5138,328
plos one,2.766,Immediately open access,NA,38727,327
plos one,2.766,Immediately open access,NA,26349,327
plos one,2.766,Immediately open access,NA,15507,326
plos one,2.766,Immediately open access,NA,4646,325
plos one,2.766,Immediately open access,NA,11456,321
plos one,2.766,Immediately open access,NA,38674,319
plos one,2.766,Immediately open access,NA,26674,318
plos one,2.766,Immediately open access,NA,18521,317
plos one,2.766,Immediately open access,NA,4117,317
plos one,2.766,Immediately open access,NA,16122,316
plos one,2.766,Immediately open access,NA,23197,316
plos one,2.766,Immediately open access,NA,28100,316
plos one,2.766,Immediately open access,NA,10022,315
plos one,2.766,Immediately open access,NA,1566,315
plos one,2.766,Immediately open access,NA,21755,315
plos one,2.766,Immediately open access,NA,4909,315
plos one,2.766,Immediately open access,NA,19838,314
plos one,2.766,Immediately open access,NA,3092,314
plos one,2.766,Immediately open access,NA,16029,314
plos one,2.766,Immediately open access,NA,16227,313
plos one,2.766,Immediately open access,NA,9864,311
plos one,2.766,Immediately open access,NA,18264,311
plos one,2.766,Immediately open access,NA,11244,310
plos one,2.766,Immediately open access,NA,16324,310
plos one,2.766,Immediately open access,NA,19989,306
plos one,2.766,Immediately open access,NA,18733,306
plos one,2.766,Immediately open access,NA,30723,306
plos one,2.766,Immediately open access,NA,4496,306
plos one,2.766,Immediately open access,NA,13051,305
plos one,2.766,Immediately open access,NA,17718,303
plos one,2.766,Immediately open access,NA,14902,302
plos one,2.766,Immediately open access,NA,28423,302
plos one,2.766,Immediately open access,NA,16238,299
plos one,2.766,Immediately open access,NA,14626,299
plos one,2.766,Immediately open access,NA,7705,298
plos one,2.766,Immediately open access,NA,38758,298
plos one,2.766,Immediately open access,NA,5995,296
plos one,2.766,Immediately open access,NA,22508,296
plos one,2.766,Immediately open access,NA,19391,296
plos one,2.766,Immediately open access,NA,15411,295
plos one,2.766,Immediately open access,NA,15740,293
plos one,2.766,Immediately open access,NA,6543,292
plos one,2.766,Immediately open access,NA,30807,292
plos one,2.766,Immediately open access,NA,6495,292
plos one,2.766,Immediately open access,NA,5543,289
plos one,2.766,Immediately open access,NA,2613,288
plos one,2.766,Immediately open access,NA,16171,287
plos one,2.766,Immediately open access,NA,30040,283
plos one,2.766,Immediately open access,NA,19096,283
plos one,2.766,Immediately open access,NA,4686,283
plos one,2.766,Immediately open access,NA,1290,282
plos one,2.766,Immediately open access,NA,10554,281
plos one,2.766,Immediately open access,NA,19890,279
plos one,2.766,Immediately open access,NA,3773,279
plos one,2.766,Immediately open access,NA,3889,279
plos one,2.766,Immediately open access,NA,38729,278
plos one,2.766,Immediately open access,NA,16140,277
plos one,2.766,Immediately open access,NA,19215,276
plos one,2.766,Immediately open access,NA,23128,275
plos one,2.766,Immediately open access,NA,11527,274
plos one,2.766,Immediately open access,NA,16176,273
plos one,2.766,Immediately open access,NA,11310,273
plos one,2.766,Immediately open access,NA,20939,272
plos one,2.766,Immediately open access,NA,4551,272
plos one,2.766,Immediately open access,NA,16369,272
plos one,2.766,Immediately open access,NA,12491,270
plos one,2.766,Immediately open access,NA,14590,270
plos one,2.766,Immediately open access,NA,3999,270
plos one,2.766,Immediately open access,NA,29878,270
plos one,2.766,Immediately open access,NA,1458,270
plos one,2.766,Immediately open access,NA,11384,268
plos one,2.766,Immediately open access,NA,17335,267
plos one,2.766,Immediately open access,NA,10145,265
plos one,2.766,Immediately open access,NA,15675,263
plos one,2.766,Immediately open access,NA,21661,262
plos one,2.766,Immediately open access,NA,33086,261
plos one,2.766,Immediately open access,NA,17783,259
plos one,2.766,Immediately open access,NA,31121,259
plos one,2.766,Immediately open access,NA,17223,258
plos one,2.766,Immediately open access,NA,20748,257
plos one,2.766,Immediately open access,NA,22700,255
plos one,2.766,Immediately open access,NA,18900,254
plos one,2.766,Immediately open access,NA,3791,253
plos one,2.766,Immediately open access,NA,2024,252
plos one,2.766,Immediately open access,NA,2357,251
plos one,2.766,Immediately open access,NA,26159,250
plos one,2.766,Immediately open access,NA,11522,249
plos one,2.766,Immediately open access,NA,19115,247
plos one,2.766,Immediately open access,NA,6712,247
plos one,2.766,Immediately open access,NA,2460,246
plos one,2.766,Immediately open access,NA,20431,245
plos one,2.766,Immediately open access,NA,9194,244
plos one,2.766,Immediately open access,NA,10023,243
plos one,2.766,Immediately open access,NA,930,242
plos one,2.766,Immediately open access,NA,19274,239
plos one,2.766,Immediately open access,NA,31131,238
plos one,2.766,Immediately open access,NA,18266,237
plos one,2.766,Immediately open access,NA,30909,237
plos one,2.766,Immediately open access,NA,17290,236
plos one,2.766,Immediately open access,NA,5147,236
plos one,2.766,Immediately open access,NA,2688,235
plos one,2.766,Immediately open access,NA,20879,233
plos one,2.766,Immediately open access,NA,13408,233
plos one,2.766,Immediately open access,NA,16114,232
plos one,2.766,Immediately open access,NA,32630,232
plos one,2.766,Immediately open access,NA,6559,231
plos one,2.766,Immediately open access,NA,16668,231
plos one,2.766,Immediately open access,NA,3401,230
plos one,2.766,Immediately open access,NA,27337,228
plos one,2.766,Immediately open access,NA,22163,226
plos one,2.766,Immediately open access,NA,15961,225
plos one,2.766,Immediately open access,NA,4293,224
plos one,2.766,Immediately open access,NA,13966,224
plos one,2.766,Immediately open access,NA,2705,222
plos one,2.766,Immediately open access,NA,17237,222
plos one,2.766,Immediately open access,NA,29791,221
plos one,2.766,Immediately open access,NA,12713,221
plos one,2.766,Immediately open access,NA,20894,220
plos one,2.766,Immediately open access,NA,10325,219
plos one,2.766,Immediately open access,NA,16542,219
plos one,2.766,Immediately open access,NA,11296,217
plos one,2.766,Immediately open access,NA,30667,217
plos one,2.766,Immediately open access,NA,20901,216
plos one,2.766,Immediately open access,NA,7097,215
plos one,2.766,Immediately open access,NA,15282,214
plos one,2.766,Immediately open access,NA,8078,213
plos one,2.766,Immediately open access,NA,5246,213
plos one,2.766,Immediately open access,NA,27436,213
plos one,2.766,Immediately open access,NA,27637,212
plos one,2.766,Immediately open access,NA,1502,211
plos one,2.766,Immediately open access,NA,10567,211
plos one,2.766,Immediately open access,NA,8913,210
plos one,2.766,Immediately open access,NA,20090,210
plos one,2.766,Immediately open access,NA,29539,210
plos one,2.766,Immediately open access,NA,30768,210
plos one,2.766,Immediately open access,NA,26088,209
plos one,2.766,Immediately open access,NA,22631,209
plos one,2.766,Immediately open access,NA,15339,209
plos one,2.766,Immediately open access,NA,17924,209
plos one,2.766,Immediately open access,NA,2674,209
plos one,2.766,Immediately open access,NA,20275,208
plos one,2.766,Immediately open access,NA,9550,207
plos one,2.766,Immediately open access,NA,10888,206
plos one,2.766,Immediately open access,NA,8995,206
plos one,2.766,Immediately open access,NA,13275,206
plos one,2.766,Immediately open access,NA,12856,204
plos one,2.766,Immediately open access,NA,11810,203
plos one,2.766,Immediately open access,NA,16547,203
plos one,2.766,Immediately open access,NA,9816,202
plos one,2.766,Immediately open access,NA,4893,201
plos one,2.766,Immediately open access,NA,27924,199
plos one,2.766,Immediately open access,NA,16419,198
plos one,2.766,Immediately open access,NA,2287,197
plos one,2.766,Immediately open access,NA,10041,196
plos one,2.766,Immediately open access,NA,26360,196
plos one,2.766,Immediately open access,NA,13199,196
plos one,2.766,Immediately open access,NA,18893,195
plos one,2.766,Immediately open access,NA,10320,195
plos one,2.766,Immediately open access,NA,1513,194
plos one,2.766,Immediately open access,NA,8173,193
plos one,2.766,Immediately open access,NA,5890,193
plos one,2.766,Immediately open access,NA,18460,192
plos one,2.766,Immediately open access,NA,4420,192
plos one,2.766,Immediately open access,NA,12676,192
plos one,2.766,Immediately open access,NA,29200,191
plos one,2.766,Immediately open access,NA,23016,191
plos one,2.766,Immediately open access,NA,24946,190
plos one,2.766,Immediately open access,NA,22004,190
plos one,2.766,Immediately open access,NA,18768,189
plos one,2.766,Immediately open access,NA,20337,189
plos one,2.766,Immediately open access,NA,30082,188
plos one,2.766,Immediately open access,NA,16033,188
plos one,2.766,Immediately open access,NA,27822,187
plos one,2.766,Immediately open access,NA,10898,187
plos one,2.766,Immediately open access,NA,20020,185
plos one,2.766,Immediately open access,NA,2575,184
plos one,2.766,Immediately open access,NA,12770,183
plos one,2.766,Immediately open access,NA,15597,182
plos one,2.766,Immediately open access,NA,20444,182
plos one,2.766,Immediately open access,NA,20144,180
plos one,2.766,Immediately open access,NA,17939,179
plos one,2.766,Immediately open access,NA,28096,179
plos one,2.766,Immediately open access,NA,5253,178
plos one,2.766,Immediately open access,NA,1538,176
plos one,2.766,Immediately open access,NA,18569,176
plos one,2.766,Immediately open access,NA,20940,175
plos one,2.766,Immediately open access,NA,4137,174
plos one,2.766,Immediately open access,NA,9111,172
plos one,2.766,Immediately open access,NA,4399,172
plos one,2.766,Immediately open access,NA,28837,172
plos one,2.766,Immediately open access,NA,7811,172
plos one,2.766,Immediately open access,NA,30017,170
plos one,2.766,Immediately open access,NA,20134,169
plos one,2.766,Immediately open access,NA,16906,168
plos one,2.766,Immediately open access,NA,15837,168
plos one,2.766,Immediately open access,NA,11196,168
plos one,2.766,Immediately open access,NA,17082,166
plos one,2.766,Immediately open access,NA,20594,165
plos one,2.766,Immediately open access,NA,7261,163
plos one,2.766,Immediately open access,NA,18000,163
plos one,2.766,Immediately open access,NA,19941,162
plos one,2.766,Immediately open access,NA,6215,160
plos one,2.766,Immediately open access,NA,16912,160
plos one,2.766,Immediately open access,NA,7519,158
plos one,2.766,Immediately open access,NA,30493,158
plos one,2.766,Immediately open access,NA,18957,157
plos one,2.766,Immediately open access,NA,10903,157
plos one,2.766,Immediately open access,NA,14697,157
plos one,2.766,Immediately open access,NA,6223,156
plos one,2.766,Immediately open access,NA,27090,155
plos one,2.766,Immediately open access,NA,894,154
plos one,2.766,Immediately open access,NA,15977,154
plos one,2.766,Immediately open access,NA,18959,154
plos one,2.766,Immediately open access,NA,18348,154
plos one,2.766,Immediately open access,NA,17292,153
plos one,2.766,Immediately open access,NA,9317,152
plos one,2.766,Immediately open access,NA,16843,151
plos one,2.766,Immediately open access,NA,30521,150
plos one,2.766,Immediately open access,NA,18871,150
plos one,2.766,Immediately open access,NA,2587,150
plos one,2.766,Immediately open access,NA,10069,150
plos one,2.766,Immediately open access,NA,28187,150
plos one,2.766,Immediately open access,NA,6216,148
plos one,2.766,Immediately open access,NA,20662,147
plos one,2.766,Immediately open access,NA,6870,145
plos one,2.766,Immediately open access,NA,1549,145
plos one,2.766,Immediately open access,NA,18663,144
plos one,2.766,Immediately open access,NA,18467,144
plos one,2.766,Immediately open access,NA,19620,142
plos one,2.766,Immediately open access,NA,27971,141
plos one,2.766,Immediately open access,NA,18144,139
plos one,2.766,Immediately open access,NA,25205,137
plos one,2.766,Immediately open access,NA,931,137
plos one,2.766,Immediately open access,NA,9075,137
plos one,2.766,Immediately open access,NA,1321,136
plos one,2.766,Immediately open access,NA,32033,135
plos one,2.766,Immediately open access,NA,18731,135
plos one,2.766,Immediately open access,NA,16825,134
plos one,2.766,Immediately open access,NA,3293,133
plos one,2.766,Immediately open access,NA,15209,133
plos one,2.766,Immediately open access,NA,3071,132
plos one,2.766,Immediately open access,NA,29704,132
plos one,2.766,Immediately open access,NA,38753,132
plos one,2.766,Immediately open access,NA,17946,132
plos one,2.766,Immediately open access,NA,26946,131
plos one,2.766,Immediately open access,NA,27100,131
plos one,2.766,Immediately open access,NA,4726,131
plos one,2.766,Immediately open access,NA,15105,130
plos one,2.766,Immediately open access,NA,25545,129
plos one,2.766,Immediately open access,NA,2087,129
plos one,2.766,Immediately open access,NA,25639,128
plos one,2.766,Immediately open access,NA,17410,128
plos one,2.766,Immediately open access,NA,12365,127
plos one,2.766,Immediately open access,NA,20235,127
plos one,2.766,Immediately open access,NA,30423,126
plos one,2.766,Immediately open access,NA,14265,126
plos one,2.766,Immediately open access,NA,20265,125
plos one,2.766,Immediately open access,NA,14311,125
plos one,2.766,Immediately open access,NA,1864,123
plos one,2.766,Immediately open access,NA,10864,122
plos one,2.766,Immediately open access,NA,6091,122
plos one,2.766,Immediately open access,NA,6844,122
plos one,2.766,Immediately open access,NA,912,121
plos one,2.766,Immediately open access,NA,29182,119
plos one,2.766,Immediately open access,NA,17113,119
plos one,2.766,Immediately open access,NA,21161,119
plos one,2.766,Immediately open access,NA,2186,119
plos one,2.766,Immediately open access,NA,601,119
plos one,2.766,Immediately open access,NA,28918,119
plos one,2.766,Immediately open access,NA,932,117
plos one,2.766,Immediately open access,NA,29122,117
plos one,2.766,Immediately open access,NA,24292,116
plos one,2.766,Immediately open access,NA,38689,116
plos one,2.766,Immediately open access,NA,20561,115
plos one,2.766,Immediately open access,NA,29806,114
plos one,2.766,Immediately open access,NA,17375,114
plos one,2.766,Immediately open access,NA,2590,114
plos one,2.766,Immediately open access,NA,3176,112
plos one,2.766,Immediately open access,NA,17279,111
plos one,2.766,Immediately open access,NA,27989,111
plos one,2.766,Immediately open access,NA,1405,111
plos one,2.766,Immediately open access,NA,20782,111
plos one,2.766,Immediately open access,NA,18773,111
plos one,2.766,Immediately open access,NA,11723,110
plos one,2.766,Immediately open access,NA,17641,110
plos one,2.766,Immediately open access,NA,1028,110
plos one,2.766,Immediately open access,NA,10886,109
plos one,2.766,Immediately open access,NA,25412,107
plos one,2.766,Immediately open access,NA,9575,107
plos one,2.766,Immediately open access,NA,16864,107
plos one,2.766,Immediately open access,NA,18325,106
plos one,2.766,Immediately open access,NA,20119,106
plos one,2.766,Immediately open access,NA,6865,105
plos one,2.766,Immediately open access,NA,25516,104
plos one,2.766,Immediately open access,NA,19580,104
plos one,2.766,Immediately open access,NA,26894,103
plos one,2.766,Immediately open access,NA,21623,102
plos one,2.766,Immediately open access,NA,2543,102
plos one,2.766,Immediately open access,NA,20516,102
plos one,2.766,Immediately open access,NA,22672,102
plos one,2.766,Immediately open access,NA,16914,101
plos one,2.766,Immediately open access,NA,6782,101
plos one,2.766,Immediately open access,NA,24379,100
plos one,2.766,Immediately open access,NA,14377,100
plos one,2.766,Immediately open access,NA,18396,99
plos one,2.766,Immediately open access,NA,17528,99
plos one,2.766,Immediately open access,NA,31870,96
plos one,2.766,Immediately open access,NA,18123,96
plos one,2.766,Immediately open access,NA,18562,96
plos one,2.766,Immediately open access,NA,19873,96
plos one,2.766,Immediately open access,NA,1287,95
plos one,2.766,Immediately open access,NA,19600,94
plos one,2.766,Immediately open access,NA,29224,93
plos one,2.766,Immediately open access,NA,28630,93
plos one,2.766,Immediately open access,NA,9446,93
plos one,2.766,Immediately open access,NA,1920,92
plos one,2.766,Immediately open access,NA,27806,91
plos one,2.766,Immediately open access,NA,16962,91
plos one,2.766,Immediately open access,NA,12782,91
plos one,2.766,Immediately open access,NA,26724,91
plos one,2.766,Immediately open access,NA,20258,91
plos one,2.766,Immediately open access,NA,19886,90
plos one,2.766,Immediately open access,NA,12208,90
plos one,2.766,Immediately open access,NA,31325,89
plos one,2.766,Immediately open access,NA,24456,89
plos one,2.766,Immediately open access,NA,21475,88
plos one,2.766,Immediately open access,NA,26909,88
plos one,2.766,Immediately open access,NA,16896,88
plos one,2.766,Immediately open access,NA,18483,87
plos one,2.766,Immediately open access,NA,27578,87
plos one,2.766,Immediately open access,NA,30882,86
plos one,2.766,Immediately open access,NA,27895,86
plos one,2.766,Immediately open access,NA,18087,86
plos one,2.766,Immediately open access,NA,3785,85
plos one,2.766,Immediately open access,NA,20196,85
plos one,2.766,Immediately open access,NA,29090,85
plos one,2.766,Immediately open access,NA,22198,84
plos one,2.766,Immediately open access,NA,651,84
plos one,2.766,Immediately open access,NA,12509,83
plos one,2.766,Immediately open access,NA,29296,83
plos one,2.766,Immediately open access,NA,26803,82
plos one,2.766,Immediately open access,NA,2335,82
plos one,2.766,Immediately open access,NA,12662,81
plos one,2.766,Immediately open access,NA,20293,81
plos one,2.766,Immediately open access,NA,27912,81
plos one,2.766,Immediately open access,NA,2127,81
plos one,2.766,Immediately open access,NA,12741,80
plos one,2.766,Immediately open access,NA,28583,79
plos one,2.766,Immediately open access,NA,34340,78
plos one,2.766,Immediately open access,NA,16965,77
plos one,2.766,Immediately open access,NA,20537,77
plos one,2.766,Immediately open access,NA,19661,77
plos one,2.766,Immediately open access,NA,24587,77
plos one,2.766,Immediately open access,NA,13007,77
plos one,2.766,Immediately open access,NA,30520,76
plos one,2.766,Immediately open access,NA,12574,76
plos one,2.766,Immediately open access,NA,9059,76
plos one,2.766,Immediately open access,NA,30212,76
plos one,2.766,Immediately open access,NA,18072,76
plos one,2.766,Immediately open access,NA,31818,75
plos one,2.766,Immediately open access,NA,11054,75
plos one,2.766,Immediately open access,NA,12797,75
plos one,2.766,Immediately open access,NA,9091,74
plos one,2.766,Immediately open access,NA,549,74
plos one,2.766,Immediately open access,NA,17589,74
plos one,2.766,Immediately open access,NA,21040,72
plos one,2.766,Immediately open access,NA,19515,72
plos one,2.766,Immediately open access,NA,16809,72
plos one,2.766,Immediately open access,NA,664,71
plos one,2.766,Immediately open access,NA,16908,71
plos one,2.766,Immediately open access,NA,21183,71
plos one,2.766,Immediately open access,NA,25084,71
plos one,2.766,Immediately open access,NA,11679,70
plos one,2.766,Immediately open access,NA,12820,70
plos one,2.766,Immediately open access,NA,24403,70
plos one,2.766,Immediately open access,NA,16921,69
plos one,2.766,Immediately open access,NA,31814,69
plos one,2.766,Immediately open access,NA,814,68
plos one,2.766,Immediately open access,NA,10857,68
plos one,2.766,Immediately open access,NA,26918,68
plos one,2.766,Immediately open access,NA,29196,68
plos one,2.766,Immediately open access,NA,28587,68
plos one,2.766,Immediately open access,NA,20063,68
plos one,2.766,Immediately open access,NA,12666,67
plos one,2.766,Immediately open access,NA,17109,66
plos one,2.766,Immediately open access,NA,20176,66
plos one,2.766,Immediately open access,NA,27587,66
plos one,2.766,Immediately open access,NA,10983,66
plos one,2.766,Immediately open access,NA,33221,65
plos one,2.766,Immediately open access,NA,19087,64
plos one,2.766,Immediately open access,NA,18561,64
plos one,2.766,Immediately open access,NA,13399,64
plos one,2.766,Immediately open access,NA,17681,63
plos one,2.766,Immediately open access,NA,17822,63
plos one,2.766,Immediately open access,NA,644,63
plos one,2.766,Immediately open access,NA,746,63
plos one,2.766,Immediately open access,NA,17093,62
plos one,2.766,Immediately open access,NA,12487,62
plos one,2.766,Immediately open access,NA,12329,62
plos one,2.766,Immediately open access,NA,18880,62
plos one,2.766,Immediately open access,NA,13291,62
plos one,2.766,Immediately open access,NA,32464,61
plos one,2.766,Immediately open access,NA,20543,61
plos one,2.766,Immediately open access,NA,12712,61
plos one,2.766,Immediately open access,NA,18983,61
plos one,2.766,Immediately open access,NA,16748,60
plos one,2.766,Immediately open access,NA,24262,60
plos one,2.766,Immediately open access,NA,20254,59
plos one,2.766,Immediately open access,NA,18380,58
plos one,2.766,Immediately open access,NA,6809,58
plos one,2.766,Immediately open access,NA,2141,57
plos one,2.766,Immediately open access,NA,19565,56
plos one,2.766,Immediately open access,NA,18402,54
